Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,domestic %,foregin %
2022,The Terror Live,35659824,0,35659824,2013.csv,2013,0.0,1.0
2023,Good Deeds,35579177,35025791,553386,2012.csv,2012,0.9844463518647438,0.015553648135256191
2024,My Dog Skip,35547761,34134641,1413120,2000.csv,2000,0.9602472853353549,0.039752714664645125
2025,The Queen's Corgi,35515687,0,35515687,2019.csv,2019,0.0,1.0
2026,Jersey Girl,35492921,25268157,10224764,2004.csv,2004,0.7119210334928477,0.28807896650715226
2027,Mia and the White Lion,35487190,399471,35087719,2018.csv,2018,0.011256766173934877,0.9887432338260651
2028,Arbitrage,35485056,7919574,27565482,2012.csv,2012,0.22318054112694652,0.7768194588730535
2029,Hide and Seek,35461505,0,35461505,2013.csv,2013,0.0,1.0
2030,Original Sin,35402320,16534221,18868099,2001.csv,2001,0.46703778170470184,0.5329622182952981
2031,Room,35401758,14677654,20724104,2015.csv,2015,0.4146024047732319,0.5853975952267682
2032,Namiya,35351623,70814,35280809,2017.csv,2017,0.0020031329254670996,0.997996867074533
2033,Black Panther 2020 Re-release,35335665,367000,34968665,2020.csv,2020,0.01038610706774586,0.9896138929322541
2034,Assault on Precinct 13,35294470,20040895,15253575,2005.csv,2005,0.5678196896000989,0.4321803103999012
2035,Eye in the Sky,35259653,18704595,16555058,2016.csv,2016,0.5304815393390286,0.46951846066097136
2036,Les Tuche 2: The American Dream,35210425,0,35210425,2016.csv,2016,0.0,1.0
2037,Destiny: The Tale of Kamakura,35166640,0,35166640,2017.csv,2017,0.0,1.0
2038,The Girl in the Spider's Web,35164920,14841338,20323582,2018.csv,2018,0.42204953118050603,0.577950468819494
2039,The Adventures of Rocky & Bullwinkle,35134820,26005820,9129000,2000.csv,2000,0.7401722849298786,0.2598277150701213
2040,Alfie,35060882,13399812,21661070,2004.csv,2004,0.3821869626668262,0.6178130373331737
2041,The Liquidator,35046130,0,35046130,2017.csv,2017,0.0,1.0
2042,Flight of the Phoenix,35021497,21009180,14012317,2004.csv,2004,0.5998938309233326,0.4001061690766674
2043,Welcome to the North,34995189,0,34995189,2012.csv,2012,0.0,1.0
2044,I Fell in Love Like a Flower Bouquet,34975905,0,34975905,2021.csv,2021,0.0,1.0
2045,Kingdom II: Harukanaru Daichi e,34963395,0,34963395,2022.csv,2022,0.0,1.0
2046,Blind Detective,34958596,0,34958596,2013.csv,2013,0.0,1.0
2047,When Marnie Was There,34949567,561085,34388482,2014.csv,2014,0.016054133088401354,0.9839458669115987
2048,The Hate U Give,34934009,29719483,5214526,2018.csv,2018,0.8507321046376326,0.14926789536236737
2049,Lost and Love,34930177,188817,34741360,2015.csv,2015,0.005405555202311171,0.9945944447976889
2050,Malignant,34892041,13391791,21500250,2021.csv,2021,0.3838064674978457,0.6161935325021543
2051,Secret in Their Eyes,34854990,20180155,14674835,2015.csv,2015,0.578974631752871,0.42102536824712905
2052,"Dad, Where Are We Going 2",34840000,0,34840000,2015.csv,2015,0.0,1.0
2053,Chimpanzee,34823764,28972764,5851000,2012.csv,2012,0.8319825507661952,0.16801744923380482
2054,Kidnap,34814102,30971040,3843062,2017.csv,2017,0.8896119164584513,0.11038808354154876
2055,Doraemon: Nobita no uchuu eiyuuki,34811747,0,34811747,2015.csv,2015,0.0,1.0
2056,The Life Aquatic with Steve Zissou,34808403,24020403,10788000,2004.csv,2004,0.6900748362399735,0.30992516376002655
2057,Broken City,34737199,19701164,15036035,2013.csv,2013,0.5671488941868917,0.4328511058131083
2058,Endless Love,34718173,23438250,11279923,2014.csv,2014,0.6751003285800782,0.32489967141992177
2059,Nana,34671042,0,34671042,2005.csv,2005,0.0,1.0
2060,The Man Standing Next,34664900,113527,34551373,2020.csv,2020,0.003274984205925879,0.9967250157940741
2061,Malibu's Most Wanted,34622504,34432201,190303,2003.csv,2003,0.9945034882514563,0.005496511748543664
2062,Alex Cross,34618867,25888412,8730455,2012.csv,2012,0.7478122262060165,0.2521877737939835
2063,R.A.I.D. Special Unit,34598750,0,34598750,2017.csv,2017,0.0,1.0
2064,Salmon Fishing in the Yemen,34564651,9047981,25516670,2012.csv,2012,0.2617697774526929,0.7382302225473071
2065,Haywire,34513760,18942396,15571364,2012.csv,2012,0.548836058430029,0.4511639415699709
2066,The Menu,34475947,19436142,15039805,2022.csv,2022,0.5637594813566688,0.43624051864333124
2067,Steve Jobs,34441873,17766658,16675215,2015.csv,2015,0.515844710303647,0.484155289696353
2068,Adventures in Zambezia,34428345,0,34428345,2012.csv,2012,0.0,1.0
2069,Swimfan,34411240,28564995,5846245,2002.csv,2002,0.8301065291457094,0.16989347085429063
2070,My Mom is a Character 3,34360029,0,34360029,2020.csv,2020,0.0,1.0
2071,Pokémon the Movie: Destiny Deoxys,34337258,0,34337258,2004.csv,2004,0.0,1.0
2072,Warrior of the Hornor,34291831,0,34291831,2019.csv,2019,0.0,1.0
2073,The Medallion,34268701,22219192,12049509,2003.csv,2003,0.648381507078427,0.35161849292157293
2074,American Psycho,34266564,15070285,19196279,2000.csv,2000,0.43979562701413544,0.5602043729858646
2075,Wild Safari - A South African Adventure,34257135,16621530,17635605,2005.csv,2005,0.48519906874874386,0.5148009312512561
2076,Bad News Bears,34252847,32868349,1384498,2005.csv,2005,0.95958006060051,0.040419939399489915
2077,Victor Frankenstein,34227298,5775076,28452222,2015.csv,2015,0.16872719546836562,0.8312728045316343
2078,The House,34184504,25584504,8600000,2017.csv,2017,0.748424022767743,0.25157597723225705
2079,Cirque du Soleil: Worlds Away,34153101,12512862,21640239,2012.csv,2012,0.36637557450493297,0.633624425495067
2080,The Bob's Burgers Movie,34148750,31933830,2214920,2022.csv,2022,0.9351390607269666,0.06486093927303342
2081,The Battle: Roar to Victory,34148707,0,34148707,2019.csv,2019,0.0,1.0
2082,Black & White: The Dawn of Justice,34146896,0,34146896,2014.csv,2014,0.0,1.0
2083,The Bad Guys: The Movie,34024386,166972,33857414,2019.csv,2019,0.004907421400638942,0.9950925785993611
2084,"My Love, Don't Cross That River",34012261,0,34012261,2014.csv,2014,0.0,1.0
2085,Darkness,33988736,22163442,11825294,2002.csv,2002,0.6520819720980504,0.34791802790194964
2086,Dungeons & Dragons,33978694,15391970,18586724,2000.csv,2000,0.45298886413939277,0.5470111358606072
2087,The Fighting Temptations,33972062,30250745,3721317,2003.csv,2003,0.8904594899185101,0.1095405100814899
2088,The Witness,33963557,418063,33545494,2015.csv,2015,0.012309164202088727,0.9876908357979113
2089,Doraemon the Movie: Nobita's New Dinosaur,33942341,0,33942341,2020.csv,2020,0.0,1.0
2090,Hotel Rwanda,33882243,23530892,10351351,2004.csv,2004,0.6944903854210597,0.3055096145789404
2091,The Good Liar,33856058,17156058,16700000,2019.csv,2019,0.5067352495674482,0.49326475043255186
2092,Don't Go Breaking My Heart 2,33801759,0,33801759,2014.csv,2014,0.0,1.0
2093,Jay and Silent Bob Strike Back,33788161,30085147,3703014,2001.csv,2001,0.890404985343831,0.10959501465616907
2094,The Art of Racing in the Rain,33766787,26395642,7371145,2019.csv,2019,0.7817042823766442,0.21829571762335576
2095,I Want to Eat Your Pancreas,33748006,277019,33470987,2017.csv,2017,0.008208455338072419,0.9917915446619275
2096,Hunt,33719883,0,33719883,2022.csv,2022,0.0,1.0
2097,Deliver Us from Evil,33718703,0,33718703,2020.csv,2020,0.0,1.0
2098,Nobody's Fool,33705333,31713110,1992223,2018.csv,2018,0.9408929441521909,0.05910705584780901
2099,The Invitation,33700080,25100080,8600000,2022.csv,2022,0.7448077274594007,0.2551922725405993
2100,Three Heroes on Distant Shores,33674759,0,33674759,2012.csv,2012,0.0,1.0
2101,Y tu mamá también,33616692,13839658,19777034,2001.csv,2001,0.411690061592021,0.588309938407979
2102,Because of Winn-Dixie,33589427,32647042,942385,2005.csv,2005,0.9719439989256143,0.0280560010743857
2103,Friday After Next,33526835,33253609,273226,2002.csv,2002,0.9918505280919001,0.008149471908099885
2104,Red Planet,33463969,17480890,15983079,2000.csv,2000,0.5223794583362182,0.4776205416637817
2105,2016: Obama's America,33449086,33449086,0,2012.csv,2012,1.0,0.0
2106,Get on Up,33448971,30703100,2745871,2014.csv,2014,0.9179086555457865,0.08209134445421355
2107,Wonder Boys,33426588,19393557,14033031,2000.csv,2000,0.5801835652505125,0.41981643474948743
2108,Pokémon: Jirachi - Wish Maker,33393751,0,33393751,2003.csv,2003,0.0,1.0
2109,The Perks of Being a Wallflower,33384127,17742948,15641179,2012.csv,2012,0.5314785676438386,0.46852143235616134
2110,Girls,33325338,0,33325338,2014.csv,2014,0.0,1.0
2111,The Cave,33296457,15007991,18288466,2005.csv,2005,0.450738377359489,0.5492616226405109
2112,Marathon,33284089,0,33284089,2005.csv,2005,0.0,1.0
2113,Licorice Pizza,33266335,17318007,15948328,2021.csv,2021,0.5205865629622259,0.47941343703777406
2114,Perfect Strangers,33262366,1014507,32247859,2017.csv,2017,0.03050014541960124,0.9694998545803988
2115,Confessions of a Teenage Drama Queen,33251890,29331068,3920822,2004.csv,2004,0.8820872437626853,0.11791275623731463
2116,Brightburn,33224654,17300439,15924215,2019.csv,2019,0.5207108853563983,0.4792891146436017
2117,Project Almanac,33213241,22348241,10865000,2015.csv,2015,0.6728714310054836,0.32712856899451637
2118,Bharat,33185983,2971549,30214434,2019.csv,2019,0.08954229259986062,0.9104577074001394
2119,Baaghi 2,33139063,1319579,31819484,2018.csv,2018,0.039819442088631175,0.9601805579113688
2120,The Crocodile Hunter: Collision Course,33082548,28442574,4639974,2002.csv,2002,0.8597455673607728,0.14025443263922718
2121,Girl with a Pearl Earring,33030115,11670971,21359144,2003.csv,2003,0.3533433353168767,0.6466566646831232
2122,The Brice Man,33026616,0,33026616,2005.csv,2005,0.0,1.0
2123,Confessions of a Dangerous Mind,33013805,16007718,17006087,2002.csv,2002,0.4848795223695057,0.5151204776304943
2124,Lockout,32948113,14326864,18621249,2012.csv,2012,0.43483109336185655,0.5651689066381435
2125,Inside Llewyn Davis,32935319,13235319,19700000,2013.csv,2013,0.40185792644060925,0.5981420735593908
2126,Sleepless,32917353,20783704,12133649,2017.csv,2017,0.6313905009312262,0.3686094990687738
2127,Respect,32882823,24278399,8604424,2021.csv,2021,0.7383307388176495,0.26166926118235045
2128,Serial Teachers,32849727,0,32849727,2013.csv,2013,0.0,1.0
2129,Hindi Medium,32841493,0,32841493,2017.csv,2017,0.0,1.0
2130,Bait,32813407,0,32813407,2012.csv,2012,0.0,1.0
2131,The Crossing,32806475,0,32806475,2014.csv,2014,0.0,1.0
2132,Fly Me to the Saitama,32802347,0,32802347,2019.csv,2019,0.0,1.0
2133,Adaptation.,32801173,22498520,10302653,2002.csv,2002,0.6859059583021619,0.31409404169783806
2134,Old Boys: The Way of the Dragon,32800000,0,32800000,2014.csv,2014,0.0,1.0
2135,Big Red Envelope,32800000,0,32800000,2021.csv,2021,0.0,1.0
2136,Steel Rain,32783733,0,32783733,2017.csv,2017,0.0,1.0
2137,Part of Me,32726956,25326071,7400885,2012.csv,2012,0.7738596586862524,0.2261403413137476
2138,Mud,32613173,21590086,11023087,2013.csv,2013,0.6620050738393348,0.3379949261606652
2139,BTS Permission to Dance on Stage - Seoul: Live Viewing,32600000,6840000,25760000,2022.csv,2022,0.2098159509202454,0.7901840490797546
2140,Cry Wolf,32586408,10047674,22538734,2005.csv,2005,0.30833941562383926,0.6916605843761607
2141,The Musketeer,32533802,27073640,5460162,2001.csv,2001,0.832169569360507,0.16783043063949304
2142,The Hurricane Heist,32517248,6115825,26401423,2018.csv,2018,0.18807941557661953,0.8119205844233804
2143,Midsummer's Equation,32514549,0,32514549,2013.csv,2013,0.0,1.0
2144,Nameless Gangster: Rules of the Time,32472645,0,32472645,2012.csv,2012,0.0,1.0
2145,UglyDolls,32450241,20150241,12300000,2019.csv,2019,0.6209581309426947,0.3790418690573053
2146,Movie 43,32438988,8840453,23598535,2012.csv,2012,0.2725255485775327,0.7274744514224674
2147,The House That Never Dies II,32433588,0,32433588,2017.csv,2017,0.0,1.0
2148,Night Watch,32396890,0,32396890,2004.csv,2004,0.0,1.0
2149,Stuber,32390945,22370452,10020493,2019.csv,2019,0.6906390659488323,0.3093609340511677
2150,Hit Me Anyone One More Time!,32333512,0,32333512,2019.csv,2019,0.0,1.0
2151,Kevin Hart: Let Me Explain,32318051,32244051,74000,2013.csv,2013,0.997710257960791,0.002289742039208986
2152,Pokémon,32293377,0,32293377,2013.csv,2013,0.0,1.0
2153,Masquerade Night,32287400,0,32287400,2021.csv,2021,0.0,1.0
2154,Hart's War,32287044,19077641,13209403,2002.csv,2002,0.5908760492289106,0.4091239507710895
2155,Seven Psychopaths,32226382,15024049,17202333,2012.csv,2012,0.4662034044032619,0.5337965955967381
2156,Somewhere Winter,32218990,0,32218990,2019.csv,2019,0.0,1.0
2157,Once Upon a Time in Hong Kong,32218874,0,32218874,2021.csv,2021,0.0,1.0
2158,Home Sweet Home,32178677,0,32178677,2021.csv,2021,0.0,1.0
2159,Reindeer Games,32168970,23368995,8799975,2000.csv,2000,0.7264452358903627,0.2735547641096373
2160,The After-Dinner Mysteries,32160741,0,32160741,2013.csv,2013,0.0,1.0
2161,The Kid Who Would Be King,32140970,16790790,15350180,2019.csv,2019,0.5224108046521309,0.4775891953478691
2162,The Suspect: Muroi Shinji,32104229,0,32104229,2005.csv,2005,0.0,1.0
2163,Two Tigers,32001580,0,32001580,2019.csv,2019,0.0,1.0
2164,Os Dez Mandamentos - O Filme,31998251,0,31998251,2016.csv,2016,0.0,1.0
2165,Dilwale,31994323,4871263,27123060,2015.csv,2015,0.15225397955756087,0.8477460204424391
2166,Suffragette,31972096,4702420,27269676,2015.csv,2015,0.1470788777814254,0.8529211222185746
2167,The Floating Castle,31967471,0,31967471,2012.csv,2012,0.0,1.0
2168,The Neighbors,31949315,0,31949315,2012.csv,2012,0.0,1.0
2169,All About Me,31920159,0,31920159,2018.csv,2018,0.0,1.0
2170,Bounty Hunters,31918573,0,31918573,2016.csv,2016,0.0,1.0
2171,Bad Times at the El Royale,31882724,17839115,14043609,2018.csv,2018,0.5595229253309724,0.44047707466902764
2172,Tinker Bell and the Legend of the NeverBeast,31836701,0,31836701,2014.csv,2014,0.0,1.0
2173,Marrying the Mafia 2: Enemy-in-Law,31835989,0,31835989,2005.csv,2005,0.0,1.0
2174,The Dream Team,31822402,0,31822402,2012.csv,2012,0.0,1.0
2175,Self/less,31807156,12279691,19527465,2015.csv,2015,0.38606692783221486,0.6139330721677851
2176,Blood Work,31794718,26235081,5559637,2002.csv,2002,0.825139603376888,0.17486039662311206
2177,Welcome to Dongmakgol,31787130,0,31787130,2005.csv,2005,0.0,1.0
2178,Underdogs,31775719,0,31775719,2013.csv,2013,0.0,1.0
2179,Spring Breakers,31724284,14124284,17600000,2013.csv,2013,0.44521994570468476,0.5547800542953152
2180,Beautiful Boy,31711319,7649973,24061346,2018.csv,2018,0.24123793147803155,0.7587620685219685
2181,Suddenly Paradise,31679869,0,31679869,2003.csv,2003,0.0,1.0
2182,Hunter Killer,31672678,15767460,15905218,2018.csv,2018,0.49782528651350544,0.5021747134864946
2183,Rent,31670620,29077547,2593073,2005.csv,2005,0.918123705819463,0.08187629418053705
2184,New World,31670607,457806,31212801,2013.csv,2013,0.014455232891494628,0.9855447671085054
2185,Ae Dil Hai Mushkil,31668920,4264983,27403937,2016.csv,2016,0.1346740905594507,0.8653259094405493
2186,Anna,31626978,7743794,23883184,2019.csv,2019,0.2448477372703772,0.7551522627296228
2187,Super Troopers 2,31626386,30617396,1008990,2018.csv,2018,0.9680965760678442,0.03190342393215589
2188,Double Take,31603059,29831583,1771476,2001.csv,2001,0.9439460591457302,0.05605394085426983
2189,Shin Ultraman,31523533,0,31523533,2022.csv,2022,0.0,1.0
2190,The Four 3,31521335,0,31521335,2014.csv,2014,0.0,1.0
2191,The New World 2005 Re-release,31510855,12712093,18798762,2005.csv,2005,0.4034194883001429,0.596580511699857
2192,Harry Potter and the Sorcerer's Stone 2020 Re-release,31501815,0,31501815,2020.csv,2020,0.0,1.0
2193,Lost Souls,31355910,16815253,14540657,2000.csv,2000,0.5362706105483783,0.46372938945162173
2194,Assassination Classroom: The Graduation,31352921,0,31352921,2016.csv,2016,0.0,1.0
2195,Johnson Family Vacation,31326183,31203964,122219,2004.csv,2004,0.9960985032871703,0.003901496712829648
2196,What's in a Name?,31303580,8111,31295469,2012.csv,2012,0.00025910774422605975,0.9997408922557739
2197,101 Proposals,31283838,0,31283838,2013.csv,2013,0.0,1.0
2198,How High,31283740,31178740,105000,2001.csv,2001,0.9966436238122424,0.003356376187757602
2199,Tazza: The Hidden Card,31278476,251555,31026921,2014.csv,2014,0.008042431479078457,0.9919575685209215
2200,Perfect Strangers,31254929,0,31254929,2016.csv,2016,0.0,1.0
2201,Saving Mr. Wu,31222161,92696,31129465,2015.csv,2015,0.0029689168536412326,0.9970310831463588
2202,Honest Thief,31220247,14163574,17056673,2020.csv,2020,0.4536663018713465,0.5463336981286535
2203,The Invisible Guest,31191910,0,31191910,2017.csv,2017,0.0,1.0
2204,My Dear Liar,31177968,90545,31087423,2019.csv,2019,0.0029041340987969455,0.997095865901203
2205,The Blind Swordsman: Zatoichi,31167430,0,31167430,2003.csv,2003,0.0,1.0
2206,The New Guy,31167388,29760152,1407236,2002.csv,2002,0.9548490877708457,0.0451509122291544
2207,Joyful Noise,31158113,30932113,226000,2012.csv,2012,0.9927466724316714,0.007253327568328673
2208,Mrs. Brown's Boys D'Movie,31116264,0,31116264,2014.csv,2014,0.0,1.0
2209,Train Man,31090100,0,31090100,2005.csv,2005,0.0,1.0
2210,Premium Rush,31083599,20275446,10808153,2012.csv,2012,0.6522875938529512,0.3477124061470488
2211,The Wild Goose Lake,31064835,12573,31052262,2019.csv,2019,0.0004047341632427792,0.9995952658367572
2212,Wild Tales,31061476,3106530,27954946,2014.csv,2014,0.10001231106982811,0.8999876889301719
2213,The Strangers: Prey at Night,31039126,24586708,6452418,2018.csv,2018,0.7921198554366512,0.20788014456334886
2214,Beauty and the Beast 2000 IMAX Release,31033346,25487190,5546156,2001.csv,2001,0.8212839827197492,0.17871601728025074
2215,Amsterdam,30996976,14947969,16049007,2022.csv,2022,0.4822395900813034,0.5177604099186965
2216,This Is Not What I Expected,30996615,337670,30658945,2017.csv,2017,0.010893770174581966,0.9891062298254181
2217,Joe Dirt,30987695,27087695,3900000,2001.csv,2001,0.8741435915126956,0.1258564084873044
2218,Playing for Keeps,30962335,13103272,17859063,2012.csv,2012,0.42320038201253235,0.5767996179874677
2219,Rise of the Legend,30932534,0,30932534,2014.csv,2014,0.0,1.0
2220,Billy Lynn's Long Halftime Walk,30930984,1738477,29192507,2016.csv,2016,0.05620503376161586,0.9437949662383841
2221,The Promise,30925693,669625,30256068,2005.csv,2005,0.021652707992671338,0.9783472920073286
2222,Hearts in Atlantis,30919415,24185781,6733634,2001.csv,2001,0.7822198770578292,0.2177801229421708
2223,Pandora,30896701,0,30896701,2016.csv,2016,0.0,1.0
2224,Gintama 2: Rules are Made to be Broken,30896653,0,30896653,2018.csv,2018,0.0,1.0
2225,The Little Things,30863426,15342746,15520680,2021.csv,2021,0.4971173971418468,0.5028826028581532
